test_name,test_number,question_number,exact_question_text,question_text_summary,choices_compact,choice_A,choice_B,choice_C,choice_D,choice_E,choice_F,choice_G,choice_H,choice_J,choice_K,correct_answer_raw,explanation_raw,primary_topic,secondary_topics,subtopics,concept_path,not_connected_to,solution_pathway_1,solution_pathway_2,solution_pathway_3,answer,answer_reasoning,student_misconception_risks,skill_gap_if_wrong,tutor_note,mindcraft_original_question_angle,confidence_level,review_priority,source_status,notes_from_akshat,raw_concept_tag,raw_subskill_tag,raw_difficulty,rewrite_needed_for_mindcraft,source_site,source_url,raw_notes,intelligence_status,batch_status,last_updated
ACT Math Practice Test 8,8,5,The following figure shows a cylindrical tank whose diameter is 3 times the length of its height. The tank holds approximately 231.5 cubic meters of fluid. Which of the following answer choices most closely approximates the height of the tank?,The following figure shows a cylindrical tank whose diameter is 3 times the length of its height. The tank holds approximately 231.5 cubic meters of fluid. Which of the following answer choices most closely approximates the height of the tank?,F. 2 meters | G. 3 meters | H. 4 meters | J. 5 meters | K. 6 meters,,,,,,2 meters,3 meters,4 meters,5 meters,6 meters,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test108.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 8,8,6,"Paulette, Quentin, and Rosie each donated money to a charity. Paulette gave as much money as Quentin and Rosie gave together. If Quentin had given three times more than he gave, he would have given $40 more than Paulette. And if Rosie had given $20 less, she would have given half as much as Paulette. How much did Paulette give?","Paulette, Quentin, and Rosie each donated money to a charity. Paulette gave as much money as Quentin and Rosie gave together. If Quentin had given three times more than he gave, he would have given $40 more than Paulette. And if Rosie had given $20 less, she would have given half as much as Paulette. How much did Paulette give?",A. $80 | B. $120 | C. $160 | D. $200 | E. $240,$80,$120,$160,$200,$240,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test108.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 8,8,7,"To this questions below, use the following graph, which provides information about the number of new clients five salespeople registered last month. What percentage of the new clients did Yolanda register?","To this questions below, use the following graph, which provides information about the number of new clients five salespeople registered last month. What percentage of the new clients did Yolanda register?",F. 18% | G. 20% | H. 22% | J. 24% | K. 25%,,,,,,18%,20%,22%,24%,25%,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test108.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 8,8,8,"To this questions below, use the following graph, which provides information about the number of new clients five salespeople registered last month. Suppose that next month Victoria registers twice as many clients as she did this month and that each of the other four salespeople registers the same number of clients as he or she did this month. In this case, what percentage of clients will Victoria have registered?","To this questions below, use the following graph, which provides information about the number of new clients five salespeople registered last month. Suppose that next month Victoria registers twice as many clients as she did this month and that each of the other four salespeople registers the same number of clients as he or she did this month. In this case, what percentage of clients will Victoria have registered?",A. 36% | B. 40% | C. 44% | D. 48% | E. 50%,36%,40%,44%,48%,50%,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test108.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 8,8,9,"In the following figure, the regular octagon has a side with a length of 1. What is the area of the shaded region?","In the following figure, the regular octagon has a side with a length of 1. What is the area of the shaded region?",J. K.,,,,,,,,,K.,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test108.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 8,8,10,"If , with a > 0, b > 0, and c > 0, what is the value of a in terms of b and c ?","If , with a > 0, b > 0, and c > 0, what is the value of a in terms of b and c ?",D. E.,,,,E.,,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test108.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 8,8,11,"At 10:00, Angela starts from her home and runs at a constant pace to Kathleen’s house, which is exactly 2 miles away. Immediately, she and Kathleen turn around and walk back to Angela’s house exactly 4 miles an hour slower than Angela ran. When they arrive at Angela’s house, the time is 10:45. At what speed did Angela run?","At 10:00, Angela starts from her home and runs at a constant pace to Kathleen’s house, which is exactly 2 miles away. Immediately, she and Kathleen turn around and walk back to Angela’s house exactly 4 miles an hour slower than Angela ran. When they arrive at Angela’s house, the time is 10:45. At what speed did Angela run?",F. 6 miles per hour | G. 6.5 miles per hour | H. 7 miles per hour | J. 7.5 miles per hour | K. 8 miles per hour,,,,,,6 miles per hour,6.5 miles per hour,7 miles per hour,7.5 miles per hour,8 miles per hour,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test108.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 8,8,12,"The following figure shows f ( x ), which includes points L, M, and n plus the line segments and . Which of the following functions is equivalent to f ( x )?","The following figure shows f ( x ), which includes points L, M, and n plus the line segments and . Which of the following functions is equivalent to f ( x )?",A. f ( x + 6) | B. f ( x – 6) | C. f (6 – x ) | D. – f ( x + 6) | E. – f ( x – 6),f ( x + 6),f ( x – 6),f (6 – x ),– f ( x + 6),– f ( x – 6),,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test108.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 8,8,13,"If log 9 n = and n > 0, what is the value of ?","If log 9 n = and n > 0, what is the value of ?",F. 3 | J. K.,,,,,,3,,,K.,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test108.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 8,8,14,"In the complex numbers, where , the conjugate of any value a + bi is a – bi. What is the result when you multiply 2 + 7 i by its conjugate?","In the complex numbers, where , the conjugate of any value a + bi is a – bi. What is the result when you multiply 2 + 7 i by its conjugate?",A. 45 | B. –45 | C. 45 i | D. 53 | E. 53 i,45,–45,45 i,53,53 i,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test108.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 8,8,15,"Jacob works as a lifeguard at a local pool. At the beginning of a 12-hour overnight shift, the pool was full, and Jacob began draining it. After 2 hours, the pool was completely empty. He spent 3 hours cleaning the pool and then began filling it up again. The pool finished filling just as his shift ended. Which of the following graphs accurately describes the amount of water in the pool throughout Jacob’s shift?","Jacob works as a lifeguard at a local pool. At the beginning of a 12-hour overnight shift, the pool was full, and Jacob began draining it. After 2 hours, the pool was completely empty. He spent 3 hours cleaning the pool and then began filling it up again. The pool finished filling just as his shift ended. Which of the following graphs accurately describes the amount of water in the pool throughout Jacob’s shift?",J. K.,,,,,,,,,K.,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test108.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 9,9,1,"At a convenience store, two candy bars and two bags of potato chips cost $4.00, and three candy bars and two bags of potato chips cost $4.75. What is the price of one bag of potato chips?","At a convenience store, two candy bars and two bags of potato chips cost $4.00, and three candy bars and two bags of potato chips cost $4.75. What is the price of one bag of potato chips?",A. $0.50 | B. $0.75 | C. $1.00 | D. $1.25 | E. $1.50,$0.50,$0.75,$1.00,$1.25,$1.50,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test109.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 9,9,2,Which of the following is the greatest common factor of 60 and 64?,Which of the following is the greatest common factor of 60 and 64?,F. 2 | G. 4 | H. 6 | J. 8 | K. 10,,,,,,2,4,6,8,10,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test109.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 9,9,3,"A teacher takes 5 children on a field trip to a geological museum. As a souvenir, the group receives a bag of stones. When the teacher divides the stones evenly among the children, each child receives exactly 24. If 6 children had been present, how many stones would each child have received?","A teacher takes 5 children on a field trip to a geological museum. As a souvenir, the group receives a bag of stones. When the teacher divides the stones evenly among the children, each child receives exactly 24. If 6 children had been present, how many stones would each child have received?",A. 15 | B. 16 | C. 18 | D. 20 | E. 21,15,16,18,20,21,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test109.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 9,9,4,"In the following figure, if the perimeter of the square is 20, what is the area of the shaded region?","In the following figure, if the perimeter of the square is 20, what is the area of the shaded region?",F. 10 | G. 12 | H. 12.5 | J. 20.5 | K. 25,,,,,,10,12,12.5,20.5,25,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test109.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 9,9,5,"At a banquet of 36 people, every person had a choice among beef stroganoff, chicken divan, and linguini primavera. If 25% chose beef stroganoff and 17 people chose chicken divan, how many people chose linguini primavera?","At a banquet of 36 people, every person had a choice among beef stroganoff, chicken divan, and linguini primavera. If 25% chose beef stroganoff and 17 people chose chicken divan, how many people chose linguini primavera?",A. 7 | B. 8 | C. 9 | D. 10 | E. 11,7,8,9,10,11,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test109.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 9,9,6,What is the value of 4 v ( w 2 – 3 vw ) given that v = –1 and w = 4,What is the value of 4 v ( w 2 – 3 vw ) given that v = –1 and w = 4,F. –84 | G. –92 | H. –98 | J. –104 | K. –112,,,,,,–84,–92,–98,–104,–112,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test109.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 9,9,7,Annette took 10 minutes to walk around a rectangular field. The length of the field is 4 times its width. How long would it take Annette to walk the width of the field?,Annette took 10 minutes to walk around a rectangular field. The length of the field is 4 times its width. How long would it take Annette to walk the width of the field?,A. 1 minute | B. 2 minutes | C. 3 minutes | D. 4 minutes | E. 5 minutes,1 minute,2 minutes,3 minutes,4 minutes,5 minutes,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test109.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 9,9,8,What is the slope of the line in the following graph?,What is the slope of the line in the following graph?,F. 2 | G. –2 | J. K.,,,,,,2,–2,,K.,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test109.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 9,9,9,Two values of v satisfy the equation |2 v – 13| + 6 = 9. What is the sum of these values?,Two values of v satisfy the equation |2 v – 13| + 6 = 9. What is the sum of these values?,A. 4 | B. 7 | C. 9 | D. 13 | E. 17,4,7,9,13,17,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test109.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 9,9,10,"Damien played golf on each of the four days of his vacation. His scores on the first three days were 93, 92, and 89, and his average for the four days was 90. What was his score on the fourth day?","Damien played golf on each of the four days of his vacation. His scores on the first three days were 93, 92, and 89, and his average for the four days was 90. What was his score on the fourth day?",F. 84 | G. 85 | H. 86 | J. 87 | K. 88,,,,,,84,85,86,87,88,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test109.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 9,9,11,Which of the following inequalities is equivalent to ?,Which of the following inequalities is equivalent to ?,D. E.,,,,E.,,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test109.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
